2804305374,1339835893
42040065,3420477195
308851637,25073877
532977876,110924703
532977876,1109949931
532977876,2957516001
40590739,158965044
34749659,1093090866
23012193,5695632
23012193,1093090866
1271461730,20713061
1271461730,37034483
87195526,6446742
87195526,21586418
87195526,26747046
87195526,153129870
87195526,112819419
87195526,24889825
16819494,160285696
145045076,25073877
3069923951,926185416
145045076,39349894
745851614821490688,65493023
3700336456,1536791610
463442831,16019697
272301678,11134252
106822657,27768163
1005842508,110924703
1005842508,23022687
187553794,21010214
187553794,23022687
187553794,25073877
33162374,25073877
33162374,1536791610
745851614821490688,711823841274830849
241749891,23022687
46322467,35623259
22420351,25073877
22077368,21674448
22077368,242098934
22077368,23492011
983897966,52544275
983897966,25073877
3185760588,110924703
3185760588,11134252
3185760588,15745368
17824562,23022687
112271599,22407585
112271599,38567692
799297,12
799297,783214
799297,17874544
799297,6160792
189942678,110445334
189942678,18646108
189942678,1367531
189942678,138182116
189942678,56413858
189942678,169203819
189942678,16537989
160585977,263006761
317311515,320535469
317311515,316825270
317311515,728902878
956575868,18097821
956575868,30043495
956575868,244655353
176548558,49800332
176548558,824450408
722139073,35474809
21906070,719166927713636352
21906070,20733972
21906070,18916432
122941548,131497030
122941548,759251
6702272,376502929
373006640,613968996
373006640,11609152
16347908,2834511
22447083,15207668
22447083,743601590
1143561109,34791890
1143561109,309978842
41949140,18020081
19978404,110365072
19978404,377822978
107828155,25073877
21921150,26424123
120116794,82447359
120116794,27915028
2616274436,2616274436
3426130359,54036451
62710717,95713333
474679167,15675138
474679167,25073877
175518853,187083872
47882905,23022687
47882905,11134252
47882905,25073877
57484590,759251
54696618,11134252
54696618,22856278
54696618,16630074
54696618,16629850
54696618,16533732
32253172,1339835893
357699511,15182074
357699511,6782762
14587429,2398551432
419988702,711188856943411200
552855068,16256826
101722475,14075928
745695449261162496,21829541
31417953,194389802
31417953,243639047
31417953,16548500
18739649,71294756
702293463543341056,720293443260456960
22664654,16664681
21771519,49750459
3426130359,59674605
1355228311,56561449
624247876,11134252
624247876,25073877
624247876,223970563
624247876,281610530
624247876,68739089
624247876,138182116
311677386,80944550
159900781,28145010
159900781,46393249
159900781,364380711
2590097486,2914515430
748188055819948032,1074480192
748188055819948032,25073877
748188055819948032,19737700
331304392,799815672
52190807,4289460455
2432321625,491719838
2432321625,2836421
862067606,18020081
22052137,208361818
771678673,39349894
261080443,118845216
261080443,25073877
233646105,27931980
233646105,640893
71847547,240879503
71847547,52573702
14933101,16555985
