Source, Target
4142074392,25073877
24623545,21912813
24623545,30776348
57778681,231942284
397549256,398080898
397549256,288309667
705757601007468544,14377605
58601435,25073877
58601435,116567294
47261104,3329528201
47261104,14377605
47261104,25073877
84492035,4057313892
84492035,1010067534
153218852,25073877
74055263,1339835893
27770810,8370082
21974978,1339835893
21974978,12663042
101830403,1339835893
18621090,25073877
630771717,257769063
292451860,9300262
3196525156,1339835893
239571672,1339835893
239571672,1536791610
32562689,21111883
18563808,702725764706226176
392344262,392344262
45490102,7334402
22150196,188793260
509502077,1093090866
3268396142,14135426
2415154640,196168350
24520800,7334402
429804013,44177383
19916171,216776631
19916171,1093090866
3067182234,1339835893
728688268062101505,25365536
539674340,757303975
22067529,1536791610
3365,80944550
3365,14590764
558040899,2467791
45573874,357606935
2320245122,216776631
1070108744,7334402
27694600,216776631
3832641214,29442313
1224751381,14377605
1224751381,115979444
1224751381,409486555
3290225825,14377605
3290225825,216776631
334984455,813286
2350966291,1339835893
3930403937,1339835893
3930403937,7334402
38057302,970207298
38057302,216776631
91269109,8370082
36602046,23006794
2964809539,8370082
67899097,14792049
739426669287604224,2737935005
32291266,1339835893
196435799,153486399
21492478,1093090866
210277979,73491087
217676253,1339835893
217676253,8370082
21693154,18978610
21693154,1477685294
21693154,759251
20415855,14377605
20415855,216776631
48546834,94215989
48546834,16008484
48546834,382772609
243338872,2836421
1390503277,47204272
318727401,17379685
145250003,115979444
145250003,759251
145250003,409486555
145250003,29442313
1166652571,4895910451
1166652571,409486555
1166652571,1339835893
1166652571,46620344
1166652571,2991780787
85380533,172858784
207258117,1093090866
12197742,25073877
710219986,29201047
68369722,25073877
33273634,25073877
33273634,1339835893
534240647,3040189628
534240647,56838529
23891185,14529929
37130601,172858784
2762583461,1339835893
152293124,1093090866
152293124,29442313
32821819,25073877
108063774,172858784
108063774,25073877
792855114,14412533
792855114,1330457336
792855114,813286
12723102,172858784
4809237734,187062449
27524205,14377605
18534622,25073877
18534622,172858784
2297595143,279329008
225263992,216776631
225263992,4970411
390426606,4173811888
14404030,1460797220
23511188,1536791610
23511188,409486555
3748366333,1339835893
196603713,52544275
196603713,25073877
167150263,29363230
19161200,26637348
236974239,15675138
236974239,216776631
2768557979,1339835893
18378505,25073877
734082085,1339835893
51214218,172858784
51214218,25073877
2281308510,172858784
3315857417,744766385843101696
114253865,72198806
114253865,1339835893
539674340,970207298
17245005,111216929
17245005,2836421
239568324,397545273
21618273,409486555
21618273,1093090866
432067405,939091
494389483,172858784
348687012,16589206
1879748407,11134252
1879748407,25073877
24600583,939091
65788998,14377605
2308940526,1339835893
2308940526,324496098
221615955,135890983
221615955,16463397
22690358,172858784
557322775,65707359
557322775,250821446
17432187,15675138
52222584,635491364
52222584,26157904
154912381,939091
107607564,1339835893
109879273,1339835893
109879273,25073877
489954041,26637348
15863764,172858784
2418995393,14377605
58601435,1339835893
81821096,14940354
275387641,2802162728
1119760256,14377605
598735549,2607438795
37740148,25073877
93288759,56413858
93288759,1339835893
1024685846,172858784
40766883,44177383
251782737,15675138
62352918,1339835893
267473240,288363743
34453466,25073877
18356924,1339835893
69371924,1339835893
4502539589,25073877
88729057,17641292
97273575,23031094
41595816,14377605
41595816,1330457336
225263992,115733549
40185924,431024308
251318959,38737553
23140987,44177383
23140987,564814516
2320245122,783214
433023272,14377605
433023272,1339835893
433023272,1330457336
433023272,25073877
433023272,1917731
433023272,14511951
153218852,25073877
278357656,1339835893
278357656,1536791610
33691779,12804312
33691779,213466282
33691779,22642788
897487489,469194846
69145244,16008484
69145244,499073990
69145244,94215989
69145244,53297035
2902253822,115733549
21366541,7334402
68369722,172858784
68369722,1339835893
2995456460,15075999
2995456460,970207298
2995456460,25073877
92985745,30601622
189728052,1339835893
189728052,733505984782467073
189728052,703335647398920192
189728052,4745253913
189728052,274891222
189728052,347627434
189728052,358545917
17763819,69329527
1406692032,17525171
1406692032,1339835893
1406692032,17525171
745041452258852864,1090724232
325259150,939091
67532267,44177383
562587521,499073990
280910543,17641427
70231295,1339835893
235648148,1340021906
235648148,940628401
235648148,345124000
875855270,31239408
114584232,813286
127426312,44177383
16227643,1339835893
23966021,111216929
1955090220,1536791610
29370120,29201047
939335354,970207298
348550417,44204341
869892571,14377605
869892571,2968635633
134833248,25073877
187059363,26487169
187059363,25073877
842498179,14377605
17945843,1536791610
17945843,25073877
17945843,1339835893
185637973,1339835893
131201772,5392522
15088990,15256841
988425014,78698722
988425014,190935308
31678464,44177383
16672818,44177383
29839622,268429621
29839622,16593287
29839622,25073877
16529319,172858784
16529319,759251
16529319,126629610
16529319,15097615
4024551369,21447363
341509147,44177383
33139727,1339835893
26040671,172858784
248294132,172858784
2333765200,22677427
734949174,2836421
734949174,759251
1284385014,7334402
769692698,757303975
769692698,76449921
235780911,43693
488886994,18950712
3958240768,1339835893
746412398,3108351
17221581,15675138
34063356,328103092
1378135458,7334402
1679804724,353546922
1679804724,1339835893
45450031,71597660
34491026,229754424
34491026,1367531
34491026,118845216
2910022539,172858784
35295290,1339835893
187059363,30542827
187059363,293795974
187059363,327033735
187059363,1357216692
187059363,252398355
187059363,177564016
187059363,2316003960
41488991,25073877
895832479,25073877
1271269507,1271269507
187059363,464780665
187059363,25073877
187059363,129235890
187059363,347627434
3416804746,98549784
3416804746,1340784583
3416804746,242529841
3416804746,300027601
3416804746,1398854606
2873895959,13777142
187059363,14669951
187059363,3413187563
1873929764,14377605
91166552,172858784
50731055,737981858676396033
50731055,8370082
2686551428,357606935
2686551428,25073877
187059363,17983365
200338493,813286
18147908,4515563482
18147908,8370082
1390503277,44177383
897487489,2686010270
897487489,242618658
20694505,1339835893
2896734580,19580890
2896734580,312755256
176909949,172858784
448529582,172858784
24891727,172858784
185592069,172858784
47261104,19174603
47261104,16589206
60009866,248747209
60009866,861408991
5715162,25073877
24796795,172858784
75320258,208179565
187059363,734087285210120192
187059363,4182380774
2786024854,25073877
2786024854,759251
46482886,1093090866
1148899842,910311
85380533,172858784
85380533,7429102
1873929764,14377605
110022430,759251
15244807,14377605
855222090,2349611961
3395661395,25073877
961280749,21146733
14051092,172858784
14051092,939091
621176063,1209936918
1411875378,16589206
104668705,759251
25436570,25073877
349049976,1330457336
369108702,153486399
2543935141,783214
202951147,1339835893
202951147,70024758
202951147,590211920
3788500757,409486555
84643740,15446531
30721835,21447363
110724952,21447363
77310382,357606935
79050326,724427469583974400
79050326,95955871
79050326,1339835893
79050326,23006794
17948369,29813903
17948369,24787272
83775315,813286
1935261506,1339835893
1935261506,2836421
1935261506,7309052
1935261506,759251
22827801,1339835893
22827801,115979444
25762818,1339835893
25762818,1093090866
25762818,1330457336
29269279,172858784
286618879,98149955
16227643,1330457336
290135121,14377605
2252426126,14377605
18987025,18850232
637196658,431765325
3071280198,735106615104393221
3071280198,719027315326480386
3071280198,16879936
14161541,223166587
50405064,25073877
50405064,1339835893
982721,2836421
61679419,21447363
20617829,1330457336
20617829,1339835893
126496578,130278915
126496578,1093090866
126496578,216776631
126496578,1339835893
12008602,14386525
12008602,22507674
2357389664,1339835893
151203700,409486555
19593572,45970086
19593572,15962264
19593572,49078102
19593572,204586911
19593572,121243855
19593572,14985677
18220818,24155973
18462943,25073877
18924339,108465379
18924339,35733687
19599327,1536791610
17266544,1536791610
905294630,939091
40039651,27673684
40039651,215812726
40039651,24795776
293311838,1330457336
293311838,1093090866
38519201,14148802
38519201,25375098
38519201,48422260
3964798105,13850422
2972538808,1339835893
328008965,1339835893
915970964,1536791610
23511188,1339835893
23511188,1536791610
629748481,2909528431
26777876,1093090866
2710753142,21717987
770039270,1367531
1542484146,11134252
472424905,17986031
96376096,216776631
3053117626,2303751216
483302252,37837907
29280131,14377605
29280131,11134252
29280131,2127651
29280131,1536791610
29280131,111216929
29280131,95713333
271262680,1093090866
1499417562,73491087
269028263,2457161982
3236572342,1339835893
23667750,172858784
70180872,468646961
70180872,31080039
862120699,20733972
1424592979,1536791610
1424592979,1339835893
1592049744,113047940
588685807,469726554
588685807,3193944696
588685807,4879062484
35318910,1093090866
35318910,1339835893
921680064,1330457336
101783862,1093090866
515678155,91882544
718517651954364417,710990834972233728
314019215,19471123
314019215,603025587
314019215,3438358100
58601435,43910797
58601435,1339835893
1321510250,259932636
473196585,25073877
92085210,92085210
92085210,245424983
536834681,1339835893
4167427523,69773058
4167427523,878869783
4167427523,18678924
29048948,1330457336
29048948,15808765
1119760256,14377605
1119760256,115979444
28481122,409486555
3649058598,2496529670
32331960,757303975
21535388,1093090866
58938939,15808765
50405064,172858784
50405064,939091
311241090,457984599
270634060,16714443
229754424,1339835893
5885472,1339835893
34148074,474974313
34148074,18829123
41595816,14377605
41595816,1339835893
225259592,14377605
225259592,36743910
225259592,216776631
2350966291,1339835893
481666573,108471631
481666573,409486555
16223976,14377605
31976275,21447363
22652588,15808765
3381986812,8370082
218153940,15808765
1950482270,15808765
55150862,32912249
191359804,21447363
2876730023,409486555
47336791,1339835893
14637832,15361570
73426294,1339835893
73426294,172858784
32467299,1339835893
32467299,172858784
262309815,1339835893
143598061,21447363
176406752,948862650
221868589,59986919
221868589,125358141
221868589,358310662
221868589,15677585
221868589,525746551
221868589,18990627
1959410935,15808765
15934324,15808765
101663889,15808765
286618879,27658830
286618879,42864649
286618879,170861207
2593571498,902200087
153112222,21447363
82453823,40296465
19094006,467661480
19094006,16442379
597769633,21111883
244655353,172858784
28480597,14377605
277845186,11347122
317235017,172858784
317235017,1583463146
22322762,1339835893
17213885,15808765
291546336,11347122
291546336,15675138
32922642,11347122
23508475,21111883
405056292,361342191
781491312,15808765
18328764,14574121
139664104,61047667
413660239,16008484
2892780293,41634520
2892780293,711188856943411200
2892780293,25073877
41949140,16031927
79527480,60919240
34228182,3307670633
34228182,1339835893
163905373,16581604
24081135,21111883
27663518,21447363
33050680,8370082
30932550,21447363
258000822,172858784
133321140,1707321486
115473233,172858784
143598061,35796374
1710316669,14377605
1710316669,1603787905
1710316669,1339835893
21237679,121944269
21237679,21346365
781491312,172858784
331377950,25429371
331377950,759251
331377950,25073877
100323796,25073877
473108054,939091
39312579,15808765
1655603444,21447363
42728088,8370082
63850308,21447363
16139132,14377605
16139132,2350966291
865675081,1707321486
34148074,2613691501
34148074,22789766
74847070,1339835893
21426265,1339835893
138187024,21111883
795699584,759251
32734837,172858784
754415936,21447363
207570631,709556411487928320
787989258,14377605
787989258,110445334
787989258,13850422
418371695,759251
418371695,2836421
19742226,3617300173
19742226,483881487
45038587,15808765
14607448,1536791610
31479090,26585095
142797138,15808765
10073992,12363792
10073992,27541014
3237109164,25073877
19599327,158426909
62851829,16254381
26088340,172858784
121617509,216776631
756337078087147520,8370082
119065840,29450962
15997531,272191896
16212281,172858784
101640907,25073877
2907677723,1296041922
34465356,21111883
189728052,1400943320
189728052,703335647398920192
189728052,733505984782467073
19194542,14377605
2182645955,172858784
249844021,970207298
249844021,729832740644900866
249844021,21447363
516635515,14135426
516635515,18149465
2880026929,8771022
72736574,21447363
72736574,14230524
1648900075,1093090866
280664117,172858784
3237109164,25073877
207421330,15808765
15538804,14441010
15538804,23168642
53128486,1707321486
62144220,172858784
64763379,284000599
64763379,25073877
15998041,14185317
19054627,16581604
709889478,7309052
709889478,18812301
125677319,1339835893
821937560,21447363
23892466,127403620
31005894,15808765
409073605,14437914
16847940,16581604
3346530237,14377605
30037607,25073877
30037607,15985455
30037607,389512058
897845136,172858784
37422527,1074518754
37422527,16473577
37422527,29442313
876587060,15808765
956694008,172858784
2255147605,31239408
31305822,3333055535
14017852,16581604
14017852,8370082
2216388822,1536791610
2216388822,325830217
2216388822,15824288
32942845,196168350
32942845,92367751
32942845,110827653
212413872,1536791610
212413872,2863488598
310128043,115979444
2252426126,8370082
2252426126,1339835893
2252426126,60919240
232792745,15808765
18356924,25073877
17712111,1367531
124727863,56727950
124727863,1339835893
68369722,787373558
68369722,29450962
197176188,15808765
1589740490,1339835893
136096995,11347122
843902839,82939583
1173016188,20776147
1173016188,448296948
1173016188,25429371
1173016188,259001548
1173016188,397545273
16726933,325830217
462208579,18587457
15755669,21370484
15755669,25300308
106907968,757303975
781491312,16581604
635740926,20455625
104379149,813286
104379149,1536791610
367479370,14185317
297445851,25073877
24891727,1339835893
3822138973,489475164
858826550,31080039
858826550,41017380
858826550,1330457336
16378395,86129724
5415352,14377605
16862681,409486555
129637929,25073877
1086600884,77764733
70477603,3301187533
70477603,1339835893
37562105,15808765
59327840,25073877
59327840,216776631
3886189872,25073877
122782733,13850422
68491789,459829266
68491789,2943372737
286618879,27658830
286618879,42864649
286618879,170861207
38519201,45954369
38519201,15679641
38519201,16228398
272137377,263730062
80908670,312653402
22690358,115979444
22690358,15808765
21146733,188793260
85880651,747102806
85880651,27943005
21131542,757303975
198219199,757303975
23722998,757303975
16017846,16581604
252483853,14377605
28442989,16581604
159470036,1707321486
24870244,49698134
24870244,2836421
24870244,102480261
16439804,72749086
355168040,15603311
372483103,23480093
22652588,1330457336
24870244,48335027
24870244,1020058453
24870244,2364356149
1049171,1339835893
65401126,216776631
629613342,620571475
629613342,25073877
629613342,122517396
629613342,16664681
71926120,216776631
534240647,311512215
18067514,15808765
62607860,8370082
211646733,19568591
211646733,60919240
321082871,16581604
63155815,25073877
63212141,1093090866
10371822,1707321486
35318910,1339835893
148205037,14377605
148205037,115979444
56389220,25073877
96464233,110827653
96464233,1339835893
96464233,755024857373474816
96464233,8370082
96464233,96464233
13719342,13719342
85090800,181199293
85090800,16589206
4470633014,111216929
15396752,1707321486
105272579,21337440
105272579,191625279
105272579,14929115
23505967,15675138
47261104,2525820541
47261104,3230944180
47261104,339838574
47261104,709238945654161408
241523662,1093090866
1562540707,3308560736
167700345,16581604
4664602995,216776631
434559012,198634439
434559012,46151541
434559012,1225199508
8432632,1339835893
147362949,14641392
20559267,15646965
20559267,14304170
3069923951,17134268
3069923951,216776631
3069923951,1339835893
94575481,1093090866
500344021,60919240
106816456,61853389
106816456,76456274
106816456,10615232
106816456,1339835893
237771938,14135426
176516949,409486555
213398585,98696100
137145948,1917731
137145948,20852423
1616412366,216776631
609308474,18382184
609308474,4917092018
609308474,25073877
167980009,774510134
105039186,58032294
14278608,50055701
588630464,20831692
588630464,296602386
40952784,30364057
16744533,15808765
596749764,14377605
3804549387,21447363
3003238711,20793816
3110905846,141422795
147248694,2713427480
243431842,2939065847
1222343766,25785889
2339274777,3287931551
16657726,325830217
21237679,191891492
21237679,1339835893
21237679,2613691501
4861280291,49789211
2607703608,487118986
22690358,1281274039
46896564,108471631
286938416,1093090866
286938416,1536791610
3007556078,18812572
58500736,1330457336
4861280291,312149882
1625933647,25073877
471701572,1093090866
598735549,62087247
598735549,29442313
2316181687,25073877
82976044,243284052
82976044,15458181
82976044,14511951
334984455,84447226
334984455,394953878
29227283,850119170
405056292,9567972
405056292,759251
21237679,14173315
31479090,4320996201
31479090,3154508072
31479090,3081659314
31479090,3061615740
31479090,3065900255
31479090,3047938510
31479090,3071251042
2231994344,759251
2231994344,2836421
21535388,15808765
18621090,98696100
32734837,348783058
408741796,230035576
1027677408,1536791610
45268094,20004603
2845849081,1917731
491514537,15808765
72464499,172858784
18128998,1330457336
18128998,757303975
25854729,757303975
4135638034,15808765
4378159336,1093090866
168506048,1281274039
17567559,32780218
51086087,1339835893
3282693403,1339835893
598735549,745002870425161728
235338203,1339835893
708661555798392832,3296430689
708661555798392832,8223542
733672197764567041,17614569
733672197764567041,14287830
150469846,41814169
272137377,263730062
434559012,15901113
597512137,939091
3428538105,426917520
408741796,230035576
25675305,25073877
25675305,18646108
4861280291,34383891
16354904,20713061
16354904,722793491059769344
16354904,25073877
95094652,30018058
95094652,49736166
161210311,1707321486
161210311,859727149
3671016193,8370082
781491312,1339835893
781491312,16581604
275051752,457984599
27762826,939091
239607347,1093090866
6328342,216776631
6328342,2434051392
319365044,172858784
709196385594126336,1339835893
3763675936,512225400
96070428,39000115
29055262,89820928
29055262,1536791610
4861280291,2257115702
4861280291,633980404
4861280291,1666293420
2350966291,1339835893
326451298,15808765
217616314,28773799
3255884941,428333
3255884941,8839632
20453424,409486555
1252440164,1093090866
17212734,1330457336
149246104,1339835893
149246104,1093090866
799025100,1093090866
531632020,1093090866
159930435,16589206
159930435,1339835893
4861280291,3309268112
3385048329,3385048329
754251967,23541684
754251967,9300262
2851712417,1084972932
2851712417,111053300
2851712417,2836421
2851712417,19481072
125291232,25073877
408741796,230035576
3249341685,939091
14128974,757303975
272137377,263730062
3665724193,17629860
100323796,216776631
860804286,860804286
596911851,14335380
24639297,23993215
24639297,1026764281
24639297,387728379
222695674,13850422
37260559,125453969
8446382,5392522
100323796,216776631
82265090,4441642761
82265090,288309667
82265090,17890396
720054910184787968,1536791610
1281930811,25073877
1281930811,110445334
71066469,4650885269
486786840,1339835893
17607850,6211972
2836217610,4872238876
2836217610,29442313
31303856,939091
156280209,25073877
14327933,216776631
14327933,115979444
40524137,21447363
126684590,188793260
44517267,1339835893
44517267,1330457336
27503295,14377605
718957124,751372572
38519201,25073877
38519201,15985455
279839711,1117710872
21781440,14144364
21781440,117094299
21781440,74286565
21781440,89754120
21781440,3625002617
252220513,16129920
51219258,15808765
746742202798321664,939091
718517651954364417,711188856943411200
718517651954364417,730246307663618048
9232922,266631833
9232922,586892658
23505967,15675138
37260559,1093090866
37260559,2467791
394124883,1330457336
1223547038,1093090866
405056292,361342191
405056292,322603418
2251093879,19568591
48394622,29458079
19857469,8370082
3194864641,1093090866
2873589787,14377605
463442831,16019697
942388940,25073877
237706698,905898240
67532267,1339835893
48719292,1339835893
48719292,15808765
110798856,409486555
297352182,328878936
297352182,12912542
297352182,25073877
297352182,17926668
297352182,41634520
60129262,117839957
50020778,1093090866
280171257,13850422
23434585,25073877
23434585,1367531
30639729,14377605
257082907,420810311
2878181861,1339835893
18950931,16815644
18950931,757303975
490595760,860555190
38267867,1339835893
108256522,29442313
471701572,1339835893
471701572,1093090866
3145264656,15358759
3145264656,323396259
38519201,14955722
38519201,15679641
38519201,8940342
115740215,180531557
23707857,85131054
23707857,325830217
23707857,25073877
222695674,25073877
19490489,292929271
143443198,939091
286618879,27658830
286618879,42864649
286618879,170861207
14404030,16589206
19518360,1339835893
405056292,361342191
16223927,83286214
16223927,253377047
750387162248458240,480569358
49241754,15923226
194404497,15808765
19942659,39525027
19942659,5392522
2457624240,1339835893
30639729,14377605
30639729,16589206
51254686,21447363
446280711,21447363
446280711,1339835893
306371920,14377605
1465959535,14377605
277845186,4826268304
83247033,25073877
260559365,15220768
51746591,21447363
51746591,8370082
136480743,25280477
31479090,26585095
23130098,4822922385
23130098,15625377
14706877,2796999726
31479090,4057313892
31479090,570022515
31479090,702147673651027968
31479090,3269091415
31479090,3269091415
31479090,3081659314
31479090,755024857373474816
31479090,3065900255
31479090,742143
126684590,21447363
126684590,15675138
3406262997,2978053367
99532356,172858784
99532356,216776631
713447374849449985,14377605
509061864,16303106
509061864,2835886194
509061864,22138357
21908557,759251
49548023,1093090866
15570666,95713333
72464499,813286
72464499,115979444
24972511,1339835893
24972511,736267842681602048
24972511,2486455438
424180425,216776631
170315949,51241574
19094006,16442379
17472418,111216929
17103183,172858784
25916881,23448741
28481618,25073877
167596782,25073877
150469846,45381821
150469846,2555906221
104026299,216776631
148227155,3600539122
395478131,21447363
22895544,22503282
22895544,1339835893
38114402,23501907
608655764,25280477
324128972,759251
324128972,111216929
324128972,216776631
13993,1339835893
13993,25073877
408741796,17719694
408741796,230035576
22690358,1281274039
3406262997,112486110
16207747,2496529670
16207747,29442313
24891727,1339835893
550784516,16031927
550784516,1367531
30378423,19480493
30378423,117561682
15329930,15808765
24081135,234243219
266777609,709624702981935104
369834695,2167097881
13128772,727165666789302272
328190470,17866318
328190470,17134268
418988996,325830217
23017163,757303975
28848470,16129920
4483376954,15808765
4483376954,1339835893
535079024,21447363
21836962,1339835893
40145940,394741838
40145940,10069612
40145940,2613691501
40145940,21765244
40145940,14240875
40145940,245424983
40145940,40145940
543028480,11664322
2517492015,519485126
279684562,3527098936
279684562,25073877
211491302,14377605
15589016,21447363
2381925148,91279573
21067835,8216772
72464499,29442313
72464499,357606935
216409998,21447363
71252382,813286
22481860,939091
1071934039,1093090866
3134030683,8370082
58365074,23089228
38519201,8216772
38519201,15163577
38519201,14955722
3253419492,2822981617
369775254,581971753
184780576,150078976
184780576,67222107
4154198173,1367531
22682918,11347122
437426103,21797658
136024499,727472528
285613711,708645251674742789
285613711,3226280916
42998260,16925354
42998260,29036240
42998260,22317133
21535388,15808765
184780576,230450027
184780576,19087651
15181839,172858784
15181839,1339835893
464154308,124227622
24870244,48335027
24870244,11856032
36891703,29442313
63178882,14037632
63178882,16423150
3399492909,11134252
3399492909,1339835893
465878909,1339835893
16271356,1339835893
16271356,25073877
307435317,1536791610
15912860,15808765
15912860,111216929
2213360164,69663100
97434158,69181624
274402062,1339835893
274402062,13850422
62607860,8370082
2775625172,844844419
14053627,58550415
14053627,3333055535
219020981,757303975
159094719,29442313
709196385594126336,1330457336
3296544283,939091
105039186,423026412
105039186,25073877
450108691,1330457336
450108691,757303975
65543546,1339835893
65543546,757303975
99532356,216776631
62425737,66533920
189942678,131877198
189942678,14854961
189942678,14327933
189942678,16434558
189942678,2836941830
91323779,1093090866
19599327,757303975
1655603444,1330457336
1655603444,757303975
54161147,3292306583
4168907901,20776147
1686884256,216776631
405056292,759251
405056292,9567972
185637973,65095551
185637973,1339835893
355470606,1339835893
248358974,115979444
4013053936,1536791610
4013053936,365471088
4013053936,560805906
36691027,3061981559
293840216,30364057
293840216,216776631
705158634058162177,29442313
705158634058162177,216776631
705158634058162177,706526326900006912
2987653881,172858784
1093290402,25073877
52735713,1707321486
32917879,1339835893
32917879,14377605
407396556,1339835893
154497175,1339835893
380023826,1093090866
1119760256,14377605
1119760256,1339835893
9232922,1093090866
9232922,409486555
2798574247,2746932876
18063778,1140648348
18063778,60919240
18063778,759251
248053168,8370082
248053168,1339835893
248053168,1536791610
201453744,4515563482
19486877,46260680
19486877,17831767
19486877,273774135
38519201,89820928
38519201,36452050
22481860,1339835893
2762583461,757303975
286524241,991634754
70477603,8370082
70477603,15808765
3068974437,409486555
4248620772,702998554596544513
80370806,409486555
243125205,2374876874
243125205,18628741
17348637,14377605
17348637,1339835893
750118243,1707321486
1604141960,14377605
1222343766,25785889
486640279,136004952
24891727,1339835893
16075327,12912882
32253172,939091
299970029,1093090866
126009130,16031927
126009130,25073877
126009130,1339835893
126009130,1367531
574239384,216776631
24042526,939091
22939964,939091
35501784,30364057
466814367,17347645
466814367,43277789
466814367,56413858
466814367,19771248
466814367,26487169
466814367,23962057
72160645,188793260
487595501,757303975
487595501,24840770
487595501,8370082
487595501,1339835893
17945843,34972902
17945843,759251
17945843,131497030
45490102,17494010
291726781,24332709
2172667340,14377605
14606007,2253788118
500344021,7334402
81703236,37774152
81703236,39344374
81703236,81703236
2993423515,15808765
293311838,1093090866
18838699,426624906
18838699,973772658
18838699,200163448
2454253100,1339835893
222959095,80366372
33063736,939091
1216935457,409486555
32922642,311276757
32922642,15298971
45637919,759251
45637919,13850422
45637919,1367531
150469846,68004485
260910379,93070905
279684562,732639422685024256
279684562,25073877
28684101,214894303
2865874599,14377605
286432534,105925025
1687352994,4380273612
21158034,43638469
21158034,2836421
2342221981,14377605
28442989,29442313
76887019,131497030
76887019,352548417
76887019,769641584
76887019,30043495
21020526,312134473
18946182,1330457336
31623973,1554740496
511361599,939091
772665366,759251
772665366,1367531
772665366,13850422
772665366,20402945
772665366,28785486
137129421,216776631
150224923,15084853
150224923,25491788
185440670,115979444
111079866,1093090866
18363392,618300542
14808307,783214
2443300648,14412533
18334887,16129920
18334887,939091
263959917,281610530
3381043833,25073877
17216087,1339835893
23055057,14704444
23055057,5392522
23055057,12133382
23055057,15694286
23055057,213501060
23055057,16656350
150469846,16589206
15496291,409486555
15496291,50004938
424180425,16129920
424180425,2836421
424180425,43638469
57963420,16032925
57963420,334053327
57963420,2448135692
23644047,787373558
23644047,319153925
582140844,1242139094
716688050,16560657
1556786912,1556786912
1556786912,1411455757
1556786912,375721095
1556786912,1367531
1556786912,15012486
1556786912,2836421
1556786912,14173315
1556786912,594886554
1556786912,3131586011
1556786912,25073877
1556786912,620571475
2350966291,1339835893
177584156,14377605
177584156,25073877
177584156,8370082
62607860,8370082
3462786792,15808765
23156484,14511951
23156484,1339835893
2942796747,2788464770
2942796747,39880757
614366513,603025587
32379396,21111883
28957910,875308884
2350966291,757303975
2350966291,1339835893
335064661,35094637
19075524,172858784
174537008,212346811
709889478,759251
709889478,21258337
709889478,25903919
709889478,19925980
709889478,46326721
709889478,64492144
709889478,18456975
709889478,10252962
709889478,17379685
709889478,16129920
709889478,52070270
142018794,325830217
25759200,172858784
221968660,409486555
2469773443,25073877
2469773443,17235172
2469773443,834274194
286618879,27658830
286618879,9567972
286618879,759251
286618879,42864649
286618879,15416505
286618879,753647772948127744
286618879,170861207
163351571,290292749
494246964,19834403
307737946,1093090866
3145217292,20196258
3145217292,10228272
16857399,1093090866
61312139,1536791610
61312139,4795344505
21869477,172858784
23840526,1093090866
23840526,1339835893
2198740123,14377605
8753672,172858784
8753672,14335435
3327958841,319829219
37260559,16581604
50782829,757303975
32704473,28416309
190260040,31058145
2172693103,24776235
2172693103,35094637
1063841089,25073877
7264292,16589206
33043501,1339835893
33043501,172858784
33043501,56448752
86537404,325830217
235409101,2836421
235409101,759251
235409101,1367531
235409101,26282046
235409101,28785486
235409101,51241574
235409101,15012486
566430265,2555162186
18171703,759251
18171703,112831583
264958658,1339835893
16168817,14377605
16168817,1339835893
190878483,1339835893
15969172,15469000
99532356,3130914869
14327933,216776631
14327933,1339835893
14327933,172858784
81703236,81703236
17072732,25073877
25554453,409486555
25554453,1339835893
199022579,1536791610
18688911,17505613
329433192,1339835893
14481453,1339835893
3180986209,53175744
3180986209,242991940
3180986209,12413892
757697995232116736,172858784
16734092,1330457336
16734092,757303975
2248861878,40553282
2248861878,23911915
2248861878,113420831
2612542664,25073877
32734837,172858784
14128974,21765244
202015880,60919240
1131995816,272191896
1131995816,291598409
104871863,60919240
2582736318,1339835893
23140987,172858784
172831145,25073877
36357431,21111883
598735549,106021590
598735549,216776631
45579175,307695428
45579175,1339835893
41409505,25073877
41409505,15985455
1687352994,188793260
1687352994,2836421
1687352994,29442313
137129421,216776631
137129421,25073877
150469846,727256361877262336
150469846,3192673533
40129036,35094637
556513006,14377605
11954462,16129920
97273575,16362151
14460241,59145948
377363678,66754934
2825663503,1339835893
38970316,35094637
38970316,25073877
38970316,82447359
2296750843,1339835893
2296750843,2296750843
1063678573,33908800
1063678573,15513604
65086331,80366372
65086331,14677919
65086331,17866318
17698067,355906128
17698067,2836421
3008505194,25073877
99532356,250386727
424180425,2836421
424180425,188793260
1570799947,2978837542
2348782789,188793260
405056292,227837742
714949505720823808,1339835893
3255951123,131497030
17953825,22641262
21236873,33537967
22481860,939091
25921305,22789766
139664104,56336745
23265018,2835931010
23265018,19608297
19490385,9567972
19490385,1367531
19490385,2467791
19490385,807095
19490385,325830217
19490385,1536791610
19490385,16581604
19490385,25073877
75320258,208179565
95094652,603025587
144232341,172858784
20276412,2403274271
20276412,83398512
23511188,1339835893
42643412,158414847
59327840,312134473
594351447,172858784
1119760256,14377605
21750283,14135426
21750283,17074440
47673949,11134252
4470633014,14377605
4470633014,60919240
4470633014,73238146
4470633014,43963249
14450502,18583722
301550749,102477372
1616412366,216776631
23366938,565469671
23366938,1330457336
137129421,11134252
329433192,25073877
185540455,8370082
16223927,33537967
17945843,426917520
17945843,1339835893
17945843,759251
115681686,1250732653
115681686,553880367
371723043,350255445
2192819926,1330457336
229754424,14377605
16714191,4855164370
16714191,60919240
16714191,1339835893
293048490,216776631
143145075,29442313
